line_number,exec_time,success,size
2,0.00010215200018137693,True,0.0
3,0.0002028800081461668,True,0.0
4,5.391798913478851e-05,True,-0.5
5,0.0003101859474554658,True,-0.5
6,6.49609137326479e-05,True,-0.5
7,0.00023791904095560312,True,-0.5
8,7.641606498509645e-05,True,-0.2
9,0.00024872098583728075,True,-0.2
10,8.416699711233377e-05,True,-0.16666666666666666
11,0.0003465629415586591,True,-0.16666666666666666
12,6.691599264740944e-05,True,-0.6666666666666666
13,0.00023701100144535303,True,-0.6666666666666666
14,6.475800182670355e-05,True,-0.4
15,0.00021053990349173546,True,-0.4
16,6.46000262349844e-05,True,-0.2
17,0.00020789599511772394,True,-0.2
18,6.219092756509781e-05,True,-0.5
19,0.0001626639859750867,True,-0.5
20,6.512401159852743e-05,True,-0.2
21,0.00023287697695195675,True,-0.2
22,7.697998080402613e-05,True,-0.2
23,0.0002970360219478607,True,-0.2
24,7.925298996269703e-05,True,-0.3333333333333333
25,0.0003464019391685724,True,-0.3333333333333333
26,7.662491407245398e-05,True,-0.2
27,0.00031439505983144045,True,-0.2
28,8.183601312339306e-05,True,0.3333333333333333
29,0.00018333003390580416,True,0.3333333333333333
30,7.875601295381784e-05,True,-0.3333333333333333
31,0.000309357070364058,True,-0.3333333333333333
32,7.619394455105066e-05,True,-0.8333333333333334
33,0.0002543269656598568,True,-0.8333333333333334
34,6.553204730153084e-05,True,-0.5
35,0.0001147460425272584,True,-0.5
36,0.00011909299064427614,True,0.0
37,0.00017818505875766277,True,0.0
38,8.225697092711926e-05,True,-0.3333333333333333
39,0.00016151496674865484,True,-0.3333333333333333
40,8.827296551316977e-05,True,0.3333333333333333
41,0.00021283910609781742,True,0.3333333333333333
42,8.784898091107607e-05,True,-0.3333333333333333
43,0.00033934402745217085,True,-0.3333333333333333
44,8.226500358432531e-05,True,-0.4
45,0.00024655903689563274,True,-0.4
46,8.149899076670408e-05,True,-0.4
47,0.0002857319777831435,True,-0.4
48,9.400199633091688e-05,True,0.6666666666666666
49,0.0001964690163731575,True,0.6666666666666666
50,9.17079159989953e-05,True,-0.3333333333333333
51,0.0002251340774819255,True,-0.3333333333333333
52,8.321693167090416e-05,True,-0.3333333333333333
53,0.0003174319863319397,True,-0.3333333333333333
54,9.290105663239956e-05,True,-0.5
55,0.00024340604431927204,True,-0.5
56,9.224493987858295e-05,True,0.0
57,0.00024789804592728615,True,0.0
58,8.20730347186327e-05,True,-0.16666666666666666
59,0.0002983339363709092,True,-0.16666666666666666
60,6.743799895048141e-05,True,-0.6666666666666666
61,0.00015284307301044464,True,-0.6666666666666666
62,8.9784967713058e-05,True,-0.4
63,0.0002527930773794651,True,-0.4
64,8.028303273022175e-05,True,-0.16666666666666666
65,0.00023644696921110153,True,-0.16666666666666666
66,6.840401329100132e-05,True,-0.5
67,0.00026577897369861603,True,-0.5
68,9.273807518184185e-05,True,-0.3333333333333333
69,0.00027444108854979277,True,-0.3333333333333333
70,8.031202014535666e-05,True,-0.3333333333333333
71,0.0002741590142250061,True,-0.3333333333333333
72,7.702701259404421e-05,True,-0.3333333333333333
73,0.00030424294527620077,True,-0.3333333333333333
74,9.196891915053129e-05,True,-0.3333333333333333
75,0.00026733207050710917,True,-0.3333333333333333
76,6.80750235915184e-05,True,-0.6666666666666666
77,0.0001386080402880907,True,-0.6666666666666666
78,7.118401117622852e-05,True,0.0
79,0.00013652804773300886,True,0.0
80,6.988004315644503e-05,True,-0.3333333333333333
81,0.00022095011081546545,True,-0.3333333333333333
82,6.461609154939651e-05,True,-0.6
83,0.00019050296396017075,True,-0.6
84,8.311099372804165e-05,True,-0.16666666666666666
85,0.0002581690205261111,True,-0.16666666666666666
86,7.141102105379105e-05,True,-0.3333333333333333
87,0.0002395850606262684,True,-0.3333333333333333
88,7.665599696338177e-05,True,-0.16666666666666666
89,0.0003531560068950057,True,-0.16666666666666666
90,7.954996544867754e-05,True,-0.3333333333333333
91,0.00027933099772781134,True,-0.3333333333333333
92,9.068707004189491e-05,True,0.0
93,0.00029559899121522903,True,0.0
94,7.735099643468857e-05,True,-0.6666666666666666
95,0.00028796796686947346,True,-0.6666666666666666
96,8.922105189412832e-05,True,0.0
97,0.00018361606635153294,True,0.0
98,8.111901115626097e-05,True,-0.3333333333333333
99,0.00014689296949654818,True,-0.3333333333333333
100,0.0001045389799401164,True,-0.5
101,0.00031748705077916384,True,-0.5
102,8.965795859694481e-05,True,-0.5
103,0.0003149330150336027,True,-0.5
104,7.630803156644106e-05,True,-0.3333333333333333
105,0.00014921696856617928,True,-0.3333333333333333
106,0.00010060204658657312,True,0.3333333333333333
107,0.00014497898519039154,True,0.3333333333333333
108,9.512307588011026e-05,True,-0.16666666666666666
109,0.0002656729193404317,True,-0.16666666666666666
110,8.77289567142725e-05,True,0.0
111,0.000202102935872972,True,0.0
112,9.313703048974276e-05,True,-0.16666666666666666
113,0.0002979600103572011,True,-0.16666666666666666
114,0.00015559990424662828,True,0.0
115,0.00024152209516614676,True,0.0
116,9.608292020857334e-05,True,0.0
117,0.0002903379499912262,True,0.0
118,0.00011518597602844238,True,0.6666666666666666
119,0.00019534502644091845,True,0.6666666666666666
120,8.961604908108711e-05,True,0.6666666666666666
121,0.00017781101632863283,True,0.6666666666666666
122,0.0001013509463518858,True,-0.3333333333333333
123,0.0002758509945124388,True,-0.3333333333333333
124,9.842601139098406e-05,True,0.6666666666666666
125,0.0001743169268593192,True,0.6666666666666666
126,9.251304436475039e-05,True,-0.4
127,0.00026683800388127565,True,-0.4
128,0.00010419590398669243,True,0.0
129,0.00028910604305565357,True,0.0
130,9.357195813208818e-05,True,-0.3333333333333333
131,0.00034264102578163147,True,-0.3333333333333333
132,7.617496885359287e-05,True,-0.5
133,0.00010361999738961458,True,-0.5
134,7.646298035979271e-05,True,-0.5
135,9.575299918651581e-05,True,-0.5
136,7.503200322389603e-05,True,-0.3333333333333333
137,0.00014753208961337805,True,-0.3333333333333333
138,8.457200601696968e-05,True,-0.3333333333333333
139,0.00014053599443286657,True,-0.3333333333333333
140,7.670593913644552e-05,True,-0.5
141,0.00024294806644320488,True,-0.5
142,8.618691936135292e-05,True,-0.5
143,0.0001000020420178771,True,-0.5
144,8.99509759619832e-05,True,-0.5
145,0.0003675720654428005,True,-0.5
146,0.00010792096145451069,True,0.6666666666666666
147,0.00019907497335225344,True,0.6666666666666666
148,7.619010284543037e-05,True,-0.5
149,0.00028001703321933746,True,-0.5
150,8.563604205846786e-05,True,0.0
151,0.0001458730548620224,True,0.0
152,0.00010625598952174187,True,-0.16666666666666666
153,0.00029725092463195324,True,-0.16666666666666666
154,9.55299474298954e-05,True,-0.16666666666666666
155,0.00027702900115400553,True,-0.16666666666666666
156,8.584593888372183e-05,True,-0.16666666666666666
157,0.0002771039726212621,True,-0.16666666666666666
158,7.338100112974644e-05,True,-0.3333333333333333
159,0.00014070107135921717,True,-0.3333333333333333
160,7.995008490979671e-05,True,-0.3333333333333333
161,0.00031877891160547733,True,-0.3333333333333333
162,9.770703036338091e-05,True,-0.16666666666666666
163,0.0003313430352136493,True,-0.16666666666666666
164,7.312500383704901e-05,True,0.0
165,0.00012298801448196173,True,0.0
166,7.409893441945314e-05,True,0.3333333333333333
167,0.0001449960982427001,True,0.3333333333333333
168,8.530006743967533e-05,True,-0.2
169,0.00030042591970413923,True,-0.2
170,8.336501196026802e-05,True,-0.3333333333333333
171,0.0003124909708276391,True,-0.3333333333333333
172,9.119906462728977e-05,True,-0.3333333333333333
173,0.0003007979830726981,True,-0.3333333333333333
174,9.177799802273512e-05,True,0.0
175,0.00027098902501165867,True,0.0
176,6.419199053198099e-05,True,-0.6666666666666666
177,0.0001448089024052024,True,-0.6666666666666666
178,8.241890463978052e-05,True,-0.5
179,0.0002747960388660431,True,-0.5
180,7.568509317934513e-05,True,-0.5
181,0.00011709704995155334,True,-0.5
182,9.696104098111391e-05,True,0.6666666666666666
183,0.00017870799638330936,True,0.6666666666666666
184,0.00010091904550790787,True,-0.16666666666666666
185,0.00028242694679647684,True,-0.16666666666666666
186,9.986793156713247e-05,True,0.3333333333333333
187,0.00014141900464892387,True,0.3333333333333333
188,0.00010311906225979328,True,-0.16666666666666666
189,0.0002677480224519968,True,-0.16666666666666666
190,9.188498370349407e-05,True,-0.3333333333333333
191,0.0002912660129368305,True,-0.3333333333333333
192,9.402900468558073e-05,True,0.0
193,0.00017578701954334974,True,0.0
194,8.892605546861887e-05,True,-0.3333333333333333
195,0.00026345206424593925,True,-0.3333333333333333
196,0.00013566610869020224,True,0.0
197,0.0003235780168324709,True,0.0
198,8.815608453005552e-05,True,-0.4
199,0.00027961796149611473,True,-0.4
200,0.00010590197052806616,True,-0.4
201,0.00023328803945332766,True,-0.4
202,9.148195385932922e-05,True,-0.8333333333333334
203,0.00019064091611653566,True,-0.8333333333333334
204,0.00011652102693915367,True,-0.16666666666666666
205,0.00025034300051629543,True,-0.16666666666666666
206,8.171005174517632e-05,True,-0.75
207,0.0001937170745804906,True,-0.75
208,0.00011408294085413218,True,0.3333333333333333
209,0.0001881259959191084,True,0.3333333333333333
210,9.371701162308455e-05,True,-0.3333333333333333
211,0.00015201105270534754,True,-0.3333333333333333
212,9.885197505354881e-05,True,-0.6
213,0.0002498920075595379,True,-0.6
214,0.00010483001824468374,True,-0.3333333333333333
215,0.00028672395274043083,True,-0.3333333333333333
216,0.00011052796617150307,True,0.3333333333333333
217,0.00017408700659871101,True,0.3333333333333333
218,8.592696394771338e-05,True,-0.5
219,0.00024966499768197536,True,-0.5
220,9.78249590843916e-05,True,-0.16666666666666666
221,0.00035887700505554676,True,-0.16666666666666666
222,0.0001076720654964447,True,-0.16666666666666666
223,0.00030208099633455276,True,-0.16666666666666666
224,0.00011582695879042149,True,0.6666666666666666
225,0.00017934199422597885,True,0.6666666666666666
226,9.727198630571365e-05,True,0.0
227,9.800202678889036e-05,True,0.0
228,0.00010608998127281666,True,-0.16666666666666666
229,0.0003228770801797509,True,-0.16666666666666666
230,0.00010959501378238201,True,-0.3333333333333333
231,0.0002943930448964238,True,-0.3333333333333333
232,0.00010028202086687088,True,-0.6666666666666666
233,0.00030439195688813925,True,-0.6666666666666666
234,8.168898057192564e-05,True,-0.6666666666666666
235,0.00014016602654010057,True,-0.6666666666666666
236,0.000102830003015697,True,-0.5
237,0.0003666980192065239,True,-0.5
238,8.775398600846529e-05,True,0.3333333333333333
239,0.00016380997840315104,True,0.3333333333333333
240,0.00010317307896912098,True,-0.3333333333333333
241,0.00029151199851185083,True,-0.3333333333333333
242,9.89310210570693e-05,True,0.6666666666666666
243,0.00015877792611718178,True,0.6666666666666666
244,8.339097257703543e-05,True,-0.3333333333333333
245,0.00014053599443286657,True,-0.3333333333333333
246,8.60010040923953e-05,True,0.0
247,0.0001121290260925889,True,0.0
248,9.923905599862337e-05,True,-0.6
249,0.00021870003547519445,True,-0.6
250,9.780202526599169e-05,True,-0.16666666666666666
251,0.00027111393865197897,True,-0.16666666666666666
252,9.292503818869591e-05,True,-0.3333333333333333
253,0.0003567739622667432,True,-0.3333333333333333
254,0.000125432969070971,True,0.6666666666666666
255,0.0001984520349651575,True,0.6666666666666666
256,0.00010278297122567892,True,-0.16666666666666666
257,0.0003721559187397361,True,-0.16666666666666666
258,0.000107433064840734,True,-0.3333333333333333
259,0.00027153396513313055,True,-0.3333333333333333
260,9.383400902152061e-05,True,-0.3333333333333333
261,0.0002807960845530033,True,-0.3333333333333333
262,0.00010152498725801706,True,-0.16666666666666666
263,0.00028341508004814386,True,-0.16666666666666666
264,0.00010363396722823381,True,0.0
265,0.00024141906760632992,True,0.0
266,8.872989565134048e-05,True,-0.6666666666666666
267,0.0002300440100952983,True,-0.6666666666666666
268,0.00010610709432512522,True,0.6666666666666666
269,0.00015626195818185806,True,0.6666666666666666
270,0.00010125397238880396,True,0.0
271,0.00026410503778606653,True,0.0
272,8.729496039450169e-05,True,0.0
273,0.0001612169435247779,True,0.0
274,9.894894901663065e-05,True,-0.16666666666666666
275,0.0002877339720726013,True,-0.16666666666666666
276,9.844999294728041e-05,True,0.6666666666666666
277,0.00015930202789604664,True,0.6666666666666666
278,9.791995398700237e-05,True,-0.3333333333333333
279,0.00025670696049928665,True,-0.3333333333333333
280,0.00010971399024128914,True,0.3333333333333333
281,0.00012492306996136904,True,0.3333333333333333
282,9.531504474580288e-05,True,-0.16666666666666666
283,0.0002953130751848221,True,-0.16666666666666666
284,9.514100383967161e-05,True,-0.2
285,0.00026358093600720167,True,-0.2
286,0.00010857300367206335,True,0.3333333333333333
287,0.00015227298717945814,True,0.3333333333333333
288,8.963700383901596e-05,True,-0.5
289,0.00029865303076803684,True,-0.5
290,8.27849144116044e-05,True,-0.5
291,0.00012578698806464672,True,-0.5
292,0.00010353093966841698,True,-0.3333333333333333
293,0.0002917250385507941,True,-0.3333333333333333
294,0.00010496191680431366,True,-0.16666666666666666
295,0.00028469692915678024,True,-0.16666666666666666
296,8.066894952207804e-05,True,-0.6666666666666666
297,0.000159549992531538,True,-0.6666666666666666
298,0.00010165304411202669,True,-0.3333333333333333
299,0.0003381789429113269,True,-0.3333333333333333
300,0.00011425500269979239,True,0.6666666666666666
301,0.00020139291882514954,True,0.6666666666666666
302,0.00011321099009364843,True,-0.3333333333333333
303,0.0002873659832403064,True,-0.3333333333333333
304,0.00011308304965496063,True,0.6666666666666666
305,0.00018872995860874653,True,0.6666666666666666
306,9.738409426063299e-05,True,-0.16666666666666666
307,0.0002572879893705249,True,-0.16666666666666666
308,0.00010337994899600744,True,-0.16666666666666666
309,0.00028111005667597055,True,-0.16666666666666666
310,8.186395280063152e-05,True,0.0
311,0.0001884540542960167,True,0.0
312,0.00011252297554165125,True,-0.16666666666666666
313,0.00034559203777462244,True,-0.16666666666666666
314,9.932892862707376e-05,True,0.3333333333333333
315,0.00014900299720466137,True,0.3333333333333333
316,0.00010413303971290588,True,-0.16666666666666666
317,0.00028101401403546333,True,-0.16666666666666666
318,0.00010152696631848812,True,-0.2
319,0.0002013810444623232,True,-0.2
320,9.8609016276896e-05,True,-0.16666666666666666
321,0.00026868097484111786,True,-0.16666666666666666
322,9.456905536353588e-05,True,-0.3333333333333333
323,0.00016497098840773106,True,-0.3333333333333333
324,9.979598689824343e-05,True,0.0
325,0.00016588694415986538,True,0.0
326,9.237509220838547e-05,True,0.3333333333333333
327,0.0001334500266239047,True,0.3333333333333333
328,8.579099085181952e-05,True,-0.3333333333333333
329,0.00016805308405309916,True,-0.3333333333333333
330,0.00010370905511081219,True,0.0
331,0.00018029497005045414,True,0.0
332,0.00011916295625269413,True,-0.25
333,0.00019262894056737423,True,-0.25
334,0.00010823900811374187,True,0.6666666666666666
335,0.0001887190155684948,True,0.6666666666666666
336,0.00010822294279932976,True,-0.3333333333333333
337,0.00023605604656040668,True,-0.3333333333333333
338,8.986995089799166e-05,True,-0.5
339,0.00024241406936198473,True,-0.5
340,0.00011295103468000889,True,-0.16666666666666666
341,0.00023527303710579872,True,-0.16666666666666666
342,9.16880089789629e-05,True,-0.3333333333333333
343,0.0001213649520650506,True,-0.3333333333333333
344,0.00010080495849251747,True,0.0
345,0.00022276700474321842,True,0.0
346,8.537399116903543e-05,True,0.0
347,0.00013040099292993546,True,0.0
348,0.00011391693260520697,True,-0.3333333333333333
349,0.00023061898536980152,True,-0.3333333333333333
350,9.833392687141895e-05,True,-0.3333333333333333
351,0.00022036989685148,True,-0.3333333333333333
352,9.740795940160751e-05,True,-0.5
353,9.436800610274076e-05,True,-0.5
354,9.821401908993721e-05,True,-0.16666666666666666
355,0.0002885239664465189,True,-0.16666666666666666
356,0.00010480091441422701,True,0.0
357,0.00022733199875801802,True,0.0
358,9.141105692833662e-05,True,0.0
359,7.889000698924065e-05,True,0.0
360,9.48859378695488e-05,True,0.0
361,0.00016379100270569324,True,0.0
362,8.519296534359455e-05,True,-0.5
363,9.370001498609781e-05,True,-0.5
364,0.00010486808605492115,True,-0.5
365,0.0002751119900494814,True,-0.5
366,8.622801396995783e-05,True,-0.5
367,9.437010157853365e-05,True,-0.5
368,9.641400538384914e-05,True,-0.5
369,0.00024751201272010803,True,-0.5
370,0.00010096700862050056,True,-0.2
371,0.0002811590675264597,True,-0.2
372,9.853194933384657e-05,True,-0.3333333333333333
373,0.0002220680471509695,True,-0.3333333333333333
374,0.00010545598343014717,True,-0.5
375,9.072106331586838e-05,True,-0.5
376,0.0001004199730232358,True,-0.25
377,0.00019917800091207027,True,-0.25
378,9.930797386914492e-05,True,0.0
379,0.000307028996758163,True,0.0
380,9.154598228633404e-05,True,-0.5
381,8.895294740796089e-05,True,-0.5
382,9.332702029496431e-05,True,-0.3333333333333333
383,0.0002586999908089638,True,-0.3333333333333333
384,0.00010636006481945515,True,-0.4
385,0.00023900403175503016,True,-0.4
386,9.155902080237865e-05,True,-0.3333333333333333
387,0.00014836399350315332,True,-0.3333333333333333
388,9.882310405373573e-05,True,0.0
389,0.0001303190365433693,True,0.0
390,0.00011960905976593494,True,0.6666666666666666
391,0.00017724500503391027,True,0.6666666666666666
392,0.00011585699394345284,True,0.3333333333333333
393,0.00016119098290801048,True,0.3333333333333333
394,0.00011921499390155077,True,0.0
395,0.0002908860333263874,True,0.0
396,0.00010822992771863937,True,-0.2
397,0.00028345093596726656,True,-0.2
398,0.00011072400957345963,True,0.3333333333333333
399,0.00015887198969721794,True,0.3333333333333333
400,0.0001032029977068305,True,0.0
401,0.0001271440414711833,True,0.0
402,0.00014550297055393457,True,0.3333333333333333
403,0.00016351602971553802,True,0.3333333333333333
404,0.00011805491521954536,True,0.0
